Date,Customers,Advertising_Spend,Discount_Percent,Temperature,Holiday,Sales
2023-06-02,351,3178.07,15,23.9,0,14896.06
2023-06-03,237,1719.26,10,25.3,0,11422.23
2023-06-04,279,1234.36,15,24.7,0,12029.21
2023-06-05,225,1400.54,5,23.0,0,10735.52
2023-06-06,330,3302.77,15,23.4,0,14434.83
2023-06-07,327,4224.84,10,26.6,0,15302.19
2023-06-08,290,3270.61,5,24.3,0,13632.41
2023-06-09,417,4881.55,20,22.6,0,17564.09
2023-06-10,247,3406.65,0,23.8,0,12333.03
2023-06-11,331,4225.78,10,24.8,0,14869.02
2023-06-12,327,3818.79,5,24.9,0,14806.47
2023-06-13,315,2494.36,15,23.6,0,13513.22
2023-06-14,299,1630.02,15,24.7,0,12655.85
2023-06-15,400,4874.97,20,24.5,0,17629.19
2023-06-16,275,2513.54,10,20.4,0,12973.94
2023-06-17,339,2566.41,20,19.7,0,14125.26
2023-06-18,359,3445.52,20,19.9,0,15169.99
2023-06-19,263,1951.98,10,20.1,0,12176.5
2023-06-20,333,3917.14,10,21.6,0,14838.04
2023-06-21,235,2401.92,0,23.1,0,11366.17
2023-06-22,390,4876.41,15,21.6,0,17037.47
2023-06-23,383,4315.23,20,22.4,0,16518.34
2023-06-24,332,4383.05,10,18.4,0,15564.86
2023-06-25,259,1680.42,15,19.1,0,11800.81
2023-06-26,311,1372.42,20,23.9,0,12899.16
2023-06-27,358,3614.54,20,23.1,0,15372.58
2023-06-28,400,4897.59,15,21.8,0,17185.43
2023-06-29,253,1950.19,0,19.8,0,11556.6
2023-06-30,333,2443.32,15,17.8,0,13971.72
2023-07-01,203,1102.94,5,20.9,0,9779.47
2023-07-02,345,4139.51,15,19.8,0,15289.0
2023-07-03,300,1739.52,15,19.0,0,12411.18
2023-07-04,270,2053.6,10,20.0,0,12353.5
2023-07-05,266,1342.83,10,21.2,0,11772.97
2023-07-06,342,3214.41,15,21.1,0,15047.43
2023-07-07,412,4745.45,20,21.3,0,17510.38
2023-07-08,310,4415.76,0,18.9,0,14658.69
2023-07-09,277,3481.09,0,21.4,0,12847.03
2023-07-10,353,4888.66,5,16.3,0,15770.22
2023-07-11,250,1807.68,5,20.4,0,11288.24
2023-07-12,311,4229.37,0,17.5,0,14480.23
2023-07-13,291,3078.75,0,19.8,0,13106.06
2023-07-14,260,1450.08,5,15.8,0,11304.4
2023-07-15,193,1400.82,0,18.1,0,9830.99
2023-07-16,371,4520.54,15,16.1,0,16389.58
2023-07-17,308,1688.8,15,15.2,0,12892.37
2023-07-18,280,2583.17,10,18.3,0,13007.34
2023-07-19,316,4588.13,0,16.1,0,14749.01
2023-07-20,306,4432.94,0,19.7,0,14323.48
2023-07-21,309,2772.44,10,15.3,0,13615.46
2023-07-22,321,2766.87,15,18.0,0,14088.86
2023-07-23,288,3061.08,5,13.8,0,13031.44
2023-07-24,344,3097.14,20,13.4,0,15150.05
2023-07-25,219,1230.51,0,15.8,0,10217.84
2023-07-26,375,4294.03,20,15.3,0,16669.01
2023-07-27,338,2955.15,15,13.8,0,14516.52
2023-07-28,254,1654.05,10,17.1,0,11427.53
2023-07-29,287,1651.63,20,17.1,0,12692.65
2023-07-30,328,3710.78,10,16.2,0,14331.73
2023-07-31,290,4070.29,0,15.0,0,14017.76
2023-08-01,250,1033.85,10,15.6,0,11054.27
2023-08-02,312,2101.51,15,16.9,0,13079.8
2023-08-03,357,3708.78,20,14.1,0,15414.63
2023-08-04,383,4865.94,10,14.9,0,16835.18
2023-08-05,204,1432.42,0,13.4,0,9972.01
2023-08-06,279,2044.59,10,12.4,0,12397.98
2023-08-07,386,4221.72,20,13.5,0,16802.64
2023-08-08,334,3621.6,10,12.5,0,14710.92
2023-08-09,360,3332.09,20,15.7,0,15561.61
2023-08-10,336,3138.54,15,16.2,0,14598.95
2023-08-11,376,4362.55,20,11.7,0,16623.72
2023-08-12,353,3900.75,20,15.0,0,15959.87
2023-08-13,292,3617.74,5,12.5,0,13616.37
2023-08-14,321,2486.73,20,12.0,0,13945.58
2023-08-15,352,3334.3,20,10.5,0,15284.44
2023-08-16,284,2526.68,10,12.4,0,12665.79
2023-08-17,348,2636.77,20,15.2,0,14370.47
2023-08-18,251,1721.43,0,12.6,0,11406.79
2023-08-19,251,1232.05,15,11.2,0,11275.21
2023-08-20,296,4140.84,0,10.2,0,14062.53
2023-08-21,399,4861.31,15,9.4,0,17099.59
2023-08-22,264,1056.31,10,13.8,0,11014.87
2023-08-23,307,3506.75,5,10.5,0,13842.25
2023-08-24,292,3013.35,10,10.0,0,13344.94
2023-08-25,384,3911.33,20,12.1,0,16613.06
2023-08-26,288,2370.93,15,11.0,0,12719.93
2023-08-27,280,4248.03,0,10.1,0,13618.18
2023-08-28,292,3018.53,0,10.8,1,13446.11
2023-08-29,365,4085.0,20,8.8,0,16292.08
2023-08-30,216,1078.97,0,11.0,0,9681.71
2023-08-31,334,3807.47,5,12.5,0,14417.87
2023-09-01,320,1403.92,20,9.9,0,13092.6
2023-09-02,369,,20,12.5,0,16475.39
2023-09-03,330,2990.96,20,9.3,0,14659.56
2023-09-04,294,2431.69,15,9.8,0,13233.28
2023-09-05,332,3752.82,15,10.0,0,14785.15
2023-09-06,292,1441.72,20,11.9,0,12772.26
2023-09-07,213,1300.19,0,13.3,0,10027.34
2023-09-08,232,2056.5,0,8.4,0,11300.53
2023-09-09,265,2440.86,10,10.2,0,12103.05
2023-09-10,210,1183.56,5,11.6,0,9896.76
2023-09-11,349,4820.36,10,12.8,0,16043.34
2023-09-12,280,1455.33,15,13.3,0,12275.74
2023-09-13,317,2912.98,15,11.4,0,13820.12
2023-09-14,254,1234.59,5,8.0,0,10947.42
2023-09-15,344,2752.65,20,9.6,0,14685.96
2023-09-16,331,4519.8,5,10.2,0,14948.42
2023-09-17,220,1183.89,10,11.2,0,10528.16
2023-09-18,376,4070.11,20,11.6,0,16667.84
2023-09-19,349,2353.2,20,11.3,0,14107.11
2023-09-20,283,1994.31,10,11.2,0,12178.23
2023-09-21,387,4568.25,20,7.5,0,17031.01
2023-09-22,300,2983.34,5,7.6,0,13252.71
2023-09-23,312,,20,8.4,0,13289.73
2023-09-24,341,2836.38,20,9.8,0,14489.46
2023-09-25,275,2989.49,0,7.7,0,12412.6
2023-09-26,409,4303.64,20,12.8,0,17068.67
2023-09-27,297,1827.4,15,12.7,0,12911.57
2023-09-28,370,4377.27,10,10.4,0,16160.31
2023-09-29,307,2453.18,15,7.7,0,13161.06
2023-09-30,314,3534.64,10,10.3,0,14335.39
2023-10-01,280,1656.62,5,11.9,1,11951.17
2023-10-02,284,1750.17,15,8.3,0,12543.35
2023-10-03,347,2657.88,20,7.7,0,14563.72
2023-10-04,313,3016.79,15,7.0,0,14107.33
2023-10-05,351,3340.48,20,11.7,0,15390.88
2023-10-06,325,4260.98,0,9.4,0,14800.02
2023-10-07,355,4525.56,15,12.9,0,15933.68
2023-10-08,359,4881.97,15,11.9,0,16410.02
2023-10-09,354,3993.71,10,12.2,0,15684.44
2023-10-10,361,4742.05,5,8.3,0,16171.24
2023-10-11,331,4684.77,5,13.0,0,15453.47
2023-10-12,263,2289.53,0,11.8,0,11834.72
2023-10-13,364,3668.63,15,11.3,0,15452.32
2023-10-14,375,4233.22,20,7.9,0,16179.17
2023-10-15,234,1799.61,5,13.2,0,10776.67
2023-10-16,306,4137.43,5,11.9,0,14424.14
2023-10-17,378,3464.44,20,12.6,0,15807.65
2023-10-18,328,4187.33,10,11.6,0,15430.89
2023-10-19,347,4826.81,10,13.3,0,15800.39
2023-10-20,364,3482.25,15,12.5,0,15536.36
2023-10-21,357,4020.43,20,12.0,0,16042.72
2023-10-22,234,2176.71,5,13.6,0,11140.94
2023-10-23,328,3055.39,15,8.0,0,14415.61
2023-10-24,329,3335.94,10,7.8,0,14553.04
2023-10-25,288,1614.81,10,11.4,0,12209.65
2023-10-26,332,2962.2,20,11.2,0,14765.44
2023-10-27,268,1879.85,5,11.1,0,11589.61
2023-10-28,276,2613.67,10,9.4,0,12801.5
2023-10-29,325,2174.3,20,11.3,0,13834.36
2023-10-30,270,1035.21,10,10.9,0,11546.21
2023-10-31,241,1159.51,10,10.6,0,10816.52
2023-11-01,326,2131.32,20,13.3,0,13748.29
2023-11-02,300,2947.22,10,13.9,0,13448.29
2023-11-03,321,1383.83,20,11.8,0,12716.41
2023-11-04,340,4094.33,15,13.7,0,15436.31
2023-11-05,356,4904.9,15,12.7,0,16579.38
2023-11-06,289,2836.9,10,9.1,0,12991.69
2023-11-07,352,3232.34,20,13.9,0,15143.69
2023-11-08,285,2617.79,10,9.2,0,13010.99
2023-11-09,348,3473.4,20,9.5,0,15258.84
2023-11-10,282,2159.35,10,12.9,0,12682.82
2023-11-11,256,2580.45,0,12.3,0,11696.64
2023-11-12,390,4187.08,20,11.3,0,16409.22
2023-11-13,339,4656.68,10,15.4,0,15829.61
2023-11-14,229,1492.94,0,13.2,0,10542.5
2023-11-15,298,2218.76,10,11.2,0,12651.0
2023-11-16,315,3467.54,10,11.2,0,14398.09
2023-11-17,311,1217.55,20,12.9,0,12392.48
2023-11-18,256,2002.75,5,14.6,0,11841.28
2023-11-19,314,3685.18,5,11.0,0,13870.51
2023-11-20,307,2943.44,10,14.2,0,13796.21
2023-11-21,308,3267.45,10,16.4,0,13692.72
2023-11-22,299,1886.1,15,12.4,0,12590.27
2023-11-23,374,4511.54,15,13.6,0,16514.85
2023-11-24,275,3582.21,0,16.1,0,13464.13
2023-11-25,264,3934.18,0,15.6,0,13437.95
2023-11-26,389,4250.57,20,,0,16490.69
2023-11-27,350,2042.47,20,14.3,1,14513.31
2023-11-28,354,4088.58,10,12.4,0,15563.65
2023-11-29,309,3008.67,5,16.9,0,13661.06
2023-11-30,262,1561.48,5,13.0,0,11497.82
2023-12-01,340,3943.68,15,17.7,0,15231.52
2023-12-02,235,1251.44,10,13.6,0,10753.03
2023-12-03,283,2552.37,15,17.7,0,13290.57
2023-12-04,371,3814.95,20,16.3,0,16268.54
2023-12-05,299,3177.4,5,14.9,0,13442.08
2023-12-06,384,4341.88,20,14.3,0,16785.84
2023-12-07,392,4470.88,15,17.7,0,16515.15
2023-12-08,279,2759.59,5,13.6,0,12614.02
2023-12-09,244,2448.89,0,17.3,0,11719.26
2023-12-10,329,2926.07,15,16.3,0,13963.85
2023-12-11,229,1089.78,0,14.4,0,9956.2
2023-12-12,284,1156.76,20,14.7,0,11964.84
2023-12-13,424,4832.95,20,19.8,0,17649.71
2023-12-14,322,3646.98,10,19.8,0,14554.76
2023-12-15,340,4469.21,5,15.6,0,15484.83
2023-12-16,325,4281.81,5,18.2,0,14724.46
2023-12-17,280,2370.69,15,18.2,0,12623.71
2023-12-18,255,1434.28,5,17.9,0,11273.75
2023-12-19,321,3422.04,5,17.8,0,14200.08
2023-12-20,261,3125.72,0,15.7,0,12809.78
2023-12-21,273,1004.8,15,18.4,0,11775.73
2023-12-22,325,2715.83,15,20.2,0,13937.16
2023-12-23,371,4631.44,20,16.2,0,16536.69
2023-12-24,318,4640.34,0,17.5,0,14783.25
2023-12-25,282,3836.6,0,19.4,0,13598.64
2023-12-26,260,1821.67,10,18.6,0,11620.29
2023-12-27,323,2014.53,20,18.9,0,13652.21
2023-12-28,292,2589.82,5,19.0,0,12859.4
2023-12-29,332,3219.65,10,22.6,0,14288.46
2023-12-30,291,3943.13,0,21.3,0,13894.92
2023-12-31,288,1401.11,20,19.4,0,12463.83
2024-01-01,312,3738.26,0,18.1,0,13742.01
2024-01-02,291,1581.31,20,20.0,0,12477.51
2024-01-03,348,3436.12,15,23.1,0,15158.45
2024-01-04,366,3846.42,20,18.0,0,16092.59
2024-01-05,296,1806.83,20,19.6,0,13083.24
2024-01-06,340,3793.8,20,19.0,0,15289.06
2024-01-07,317,4902.58,0,24.2,0,14969.08
2024-01-08,344,3344.32,20,18.5,0,15412.35
2024-01-09,379,3904.55,20,24.0,0,16203.62
2024-01-10,262,1905.18,5,21.4,0,11759.73
2024-01-11,270,2628.54,0,22.2,0,12161.44
2024-01-12,362,4211.77,10,24.3,0,15665.96
2024-01-13,301,2508.32,15,23.8,0,13566.59
2024-01-14,340,2842.88,20,24.6,0,14287.79
2024-01-15,300,3534.65,5,23.6,0,14045.8
2024-01-16,328,2412.39,20,19.8,0,13883.71
2024-01-17,321,3694.79,10,20.3,0,14598.92
2024-01-18,349,4577.27,10,21.1,0,15910.7
2024-01-19,330,3941.72,10,21.5,0,15198.35
2024-01-20,222,2424.11,0,21.1,0,11223.11
2024-01-21,358,3455.31,20,26.3,0,15316.5
2024-01-22,408,4592.48,20,25.9,0,17247.04
2024-01-23,347,3044.53,15,22.2,0,14498.18
2024-01-24,342,2692.7,20,21.2,0,14475.9
2024-01-25,239,1699.2,0,25.4,0,10780.99
2024-01-26,390,3696.41,15,,1,16499.13
2024-01-27,267,1748.61,10,22.9,0,12045.35
2024-01-28,280,1735.65,15,22.9,0,12136.69
2024-01-29,360,2802.92,20,22.6,0,15074.88
2024-01-30,320,3883.26,5,25.3,0,14358.29
2024-01-31,349,3954.17,15,26.9,0,15529.47
2024-02-01,397,4573.08,20,25.4,0,17393.85
2024-02-02,343,3248.55,20,22.7,0,15172.98
2024-02-03,338,4255.27,15,27.6,0,15499.7
2024-02-04,314,2443.85,20,26.0,0,13599.07
2024-02-05,348,2404.36,20,24.0,0,14479.04
2024-02-06,379,4917.49,10,25.1,0,16751.52
2024-02-07,385,4558.53,15,26.8,0,16848.06
2024-02-08,289,1670.3,10,25.8,0,12259.69
2024-02-09,238,1285.38,5,25.4,0,10617.49
2024-02-10,295,2069.89,15,25.1,0,12958.09
2024-02-11,370,3991.58,20,29.4,0,15894.49
2024-02-12,230,1500.16,5,27.7,0,10603.25
2024-02-13,262,1382.21,15,27.2,0,11859.39
2024-02-14,318,4984.05,0,25.6,0,15022.15
2024-02-15,274,2559.38,5,25.6,0,12488.34
2024-02-16,295,3106.97,5,24.4,0,13609.57
2024-02-17,347,2904.62,20,30.0,0,14669.22
2024-02-18,307,3790.49,5,28.0,0,14183.31
2024-02-19,371,3255.94,20,28.4,0,15456.46
2024-02-20,277,3158.67,0,27.3,0,12838.53
2024-02-21,279,1042.22,20,29.7,0,11828.81
2024-02-22,280,1033.27,15,30.6,0,11587.27
2024-02-23,365,4191.86,20,26.4,0,16334.24
2024-02-24,350,4528.65,15,27.5,0,16122.47
2024-02-25,321,4313.71,5,26.8,0,14903.33
2024-02-26,382,4199.84,20,30.2,0,16489.54
2024-02-27,351,4235.23,15,26.5,0,15677.11
2024-02-28,385,3547.57,20,28.2,0,16081.05
2024-02-29,294,1608.6,20,25.7,0,12572.13
2024-03-01,251,2753.67,0,27.1,0,11768.34
2024-03-02,314,2680.97,15,31.7,0,13801.31
2024-03-03,269,1320.89,5,26.2,1,11441.99
2024-03-04,253,1768.77,10,30.8,0,11432.51
2024-03-05,281,1995.85,15,27.5,0,12412.29
2024-03-06,240,1375.84,5,28.9,0,11108.59
2024-03-07,373,3912.95,20,29.3,0,16188.07
2024-03-08,246,2441.71,0,31.4,0,11973.26
2024-03-09,244,2736.65,0,27.3,0,11849.64
2024-03-10,234,1972.36,0,29.8,0,11044.09
2024-03-11,307,4083.19,5,27.3,0,14601.44
2024-03-12,315,4878.61,0,26.8,0,15245.63
2024-03-13,260,1503.31,5,28.4,0,11495.28
2024-03-14,347,4222.1,15,31.0,0,15898.68
2024-03-15,234,1538.93,0,29.5,0,10696.77
2024-03-16,335,2960.37,20,27.8,0,14432.94
2024-03-17,394,4470.65,20,32.2,0,16756.27
2024-03-18,312,2797.54,10,30.0,0,13348.78
2024-03-19,294,2516.17,5,32.1,0,13060.29
2024-03-20,252,1955.15,0,30.8,0,11551.78
2024-03-21,369,3732.9,20,27.8,0,15859.97
2024-03-22,285,1441.86,20,30.8,0,12593.67
2024-03-23,311,4493.97,5,27.5,0,14571.79
2024-03-24,372,4345.2,15,30.1,0,16080.28
2024-03-25,275,3423.81,0,27.0,0,13190.0
2024-03-26,352,4328.31,15,31.8,0,15888.23
2024-03-27,339,4561.72,10,31.7,0,15917.01
2024-03-28,198,1162.61,0,32.0,0,9942.47
2024-03-29,233,,5,30.2,0,10549.94
2024-03-30,298,3280.11,5,30.3,0,13435.73
2024-03-31,318,3554.5,10,31.0,0,14548.34
2024-04-01,281,1721.59,15,30.0,0,12368.45
2024-04-02,362,4734.08,10,30.3,0,16499.34
2024-04-03,341,,10,30.6,0,14860.88
2024-04-04,324,3200.95,10,29.1,0,14197.27
2024-04-05,350,3905.25,10,30.5,0,15111.78
2024-04-06,215,1026.28,5,28.2,0,9677.75
2024-04-07,329,3758.88,10,32.4,0,14734.95
2024-04-08,217,1618.86,0,29.7,0,10212.26
2024-04-09,298,3328.62,5,28.4,0,13406.22
2024-04-10,330,4671.53,0,,0,15014.52
2024-04-11,358,3758.38,20,31.7,0,15850.16
2024-04-12,360,3923.16,20,29.1,0,16230.53
2024-04-13,347,4519.17,15,29.3,0,16156.76
2024-04-14,373,3611.12,20,32.3,0,15977.18
2024-04-15,262,2219.13,0,28.6,0,11569.77
2024-04-16,241,1883.19,0,30.7,0,11382.38
2024-04-17,277,,0,27.9,0,13195.7
2024-04-18,293,2344.67,15,30.0,0,13155.13
2024-04-19,305,2594.11,15,31.1,0,13724.04
2024-04-20,270,1792.43,15,30.3,0,12132.09
2024-04-21,284,3096.99,5,26.8,0,12965.62
2024-04-22,282,1358.38,15,28.8,0,11855.2
2024-04-23,330,3621.64,10,27.3,0,14786.65
2024-04-24,277,2768.84,5,28.8,0,12590.29
2024-04-25,283,4030.94,0,26.8,0,13635.27
2024-04-26,254,1590.71,10,26.1,0,11404.39
2024-04-27,328,2327.51,20,27.2,0,13860.48
2024-04-28,253,2932.11,5,30.1,0,12291.7
2024-04-29,311,3107.2,10,26.8,0,13732.82
2024-04-30,282,2085.13,15,29.6,0,12435.58
2024-05-01,310,3651.93,10,30.8,0,14260.31
2024-05-02,302,2546.09,15,28.6,0,13712.96
2024-05-03,293,3388.43,0,26.6,0,13671.9
2024-05-04,293,3849.88,0,26.8,0,13570.17
2024-05-05,286,3977.56,0,,0,13589.43
2024-05-06,392,4983.98,20,26.8,0,17585.54
2024-05-07,313,4561.61,0,30.7,0,14643.36
2024-05-08,281,2571.39,5,25.5,0,12678.32
2024-05-09,350,4490.81,5,27.4,0,15427.1
2024-05-10,347,4638.94,10,27.4,0,15763.9
2024-05-11,278,3165.42,5,29.8,0,13139.88
2024-05-12,353,4638.25,15,30.5,0,16246.12
2024-05-13,215,1632.19,0,27.8,0,10218.49
2024-05-14,233,1582.09,0,28.9,0,10963.72
2024-05-15,331,3982.44,10,25.1,0,14825.46
2024-05-16,399,4049.79,20,27.8,0,16836.32
2024-05-17,247,1928.73,0,26.1,0,11031.67
2024-05-18,295,2875.05,10,24.9,0,13291.85
2024-05-19,198,1773.04,0,26.1,0,10364.52
2024-05-20,240,1890.22,5,28.1,0,11122.04
2024-05-21,342,2757.14,20,26.4,0,14827.17
2024-05-22,265,2710.22,0,26.9,0,12411.08
2024-05-23,415,4756.56,20,26.7,0,17805.58
2024-05-24,196,1154.05,0,25.7,0,9863.23
2024-05-25,272,3151.48,0,26.2,0,12841.43
2024-05-26,276,1759.4,15,25.1,0,12340.75
2024-05-27,252,1665.95,10,26.3,0,11669.49
2024-05-28,337,2854.32,15,23.0,0,14148.03
2024-05-29,408,4751.37,20,23.1,0,17484.63
2024-05-30,309,2814.72,5,27.5,1,13740.7
2024-05-31,325,4628.65,5,26.3,0,15065.98
2024-06-01,275,3536.29,0,25.0,0,13219.35
2024-06-02,292,3448.29,5,24.0,0,13261.44
2024-06-03,259,2340.77,5,22.5,0,11871.73
2024-06-04,308,2678.33,10,25.8,0,13348.57
2024-06-05,333,4594.17,5,21.3,0,15131.96
2024-06-06,280,2994.57,0,24.7,0,12648.8
2024-06-07,345,2902.85,15,23.6,0,14628.67
2024-06-08,333,3189.37,20,24.5,0,14444.9
2024-06-09,255,3613.11,0,21.5,0,12893.2
2024-06-10,251,2193.77,0,20.8,0,11859.91
2024-06-11,339,2137.52,20,23.7,0,13803.58
2024-06-12,278,3315.87,0,20.7,0,12953.42
2024-06-13,352,4281.06,15,25.0,0,15811.17
2024-06-14,339,3778.48,10,21.8,0,15039.02
2024-06-15,288,3448.21,0,23.1,0,13256.44
2024-06-16,359,3896.3,20,25.1,0,15776.66
2024-06-17,323,2038.64,20,25.3,0,13876.88
2024-06-18,320,2985.59,15,22.1,0,14424.15
2024-06-19,245,2161.95,5,19.0,0,11631.69
2024-06-20,324,3949.87,5,23.6,0,14632.39
2024-06-21,289,3241.66,5,18.7,0,13530.66
2024-06-22,243,1271.34,10,21.5,0,11080.67
2024-06-23,313,2333.13,15,22.6,0,13637.2
2024-06-24,283,1776.06,10,23.7,0,12464.55
2024-06-25,356,3582.61,15,18.9,0,15615.06
2024-06-26,293,2340.44,15,23.3,0,13329.02
2024-06-27,317,3899.86,10,20.9,0,14563.47
2024-06-28,334,4198.14,10,17.8,0,15181.32
2024-06-29,449,4934.48,20,22.3,1,18939.25
2024-06-30,249,1467.38,10,21.3,0,11331.43
2024-07-01,239,1347.19,5,19.1,0,10642.11
2024-07-02,208,1448.93,0,21.4,0,10087.34
2024-07-03,388,2930.65,20,17.5,1,16348.89
2024-07-04,298,3094.51,10,17.3,0,13865.54
2024-07-05,293,3706.87,5,17.5,0,13884.08
2024-07-06,239,3089.38,0,17.9,0,12148.03
2024-07-07,251,1348.3,15,21.2,0,11372.26
2024-07-08,347,2249.92,20,20.3,0,14479.73
2024-07-09,281,1770.18,10,18.7,0,12277.44
2024-07-10,247,1629.98,0,15.5,0,11022.44
2024-07-11,344,3170.11,20,17.1,0,15284.83
2024-07-12,317,3296.33,5,15.5,0,14206.88
2024-07-13,184,1202.9,0,17.7,0,9112.09
2024-07-14,283,2705.86,5,18.9,0,12785.96
2024-07-15,295,2783.35,10,16.4,0,13466.83
2024-07-16,319,3133.94,15,17.8,0,14499.42
2024-07-17,335,2873.1,15,16.1,0,14347.36
2024-07-18,310,1574.89,20,15.6,0,12906.97
2024-07-19,310,3660.72,10,16.6,0,14138.27
2024-07-20,274,2914.61,5,15.4,0,12797.29
2024-07-21,191,1411.73,0,15.5,0,9838.58
2024-07-22,313,2603.27,15,14.8,0,13755.35
2024-07-23,313,2535.27,10,14.5,0,13399.15
2024-07-24,313,3268.84,10,16.3,0,13904.61
2024-07-25,365,3957.47,20,17.9,0,16161.9
2024-07-26,341,3220.35,15,13.8,0,14528.04
2024-07-27,335,4256.27,15,14.6,0,15245.0
2024-07-28,290,4549.05,0,17.0,0,14241.05
2024-07-29,343,3462.29,15,13.5,0,14920.1
2024-07-30,353,3718.24,15,16.4,0,15744.87
2024-07-31,351,3445.96,20,14.4,0,15606.23
2024-08-01,333,4604.3,0,11.8,0,15405.76
2024-08-02,330,4444.99,0,13.1,0,14952.57
2024-08-03,293,2531.16,15,14.2,0,13280.14
2024-08-04,280,1752.91,15,16.5,0,12452.28
2024-08-05,333,4989.82,5,12.1,0,15874.63
2024-08-06,364,4539.55,15,17.0,0,16139.23
2024-08-07,337,2663.42,15,16.3,0,14472.18
2024-08-08,332,2817.58,15,14.2,0,14193.65
2024-08-09,255,2699.09,0,14.2,0,12222.54
2024-08-10,368,4706.26,20,12.8,0,16756.68
2024-08-11,253,1452.66,15,16.2,0,11277.89
2024-08-12,353,4934.32,10,13.1,0,16335.22
2024-08-13,253,1980.93,0,14.3,0,11592.1
2024-08-14,236,1211.1,10,13.3,0,10845.79
2024-08-15,304,2876.93,10,12.5,0,13461.32
2024-08-16,416,4691.46,10,14.2,1,17593.22
2024-08-17,342,3312.56,20,10.0,0,15179.36
2024-08-18,213,2147.26,0,10.3,0,10934.2
2024-08-19,261,1530.16,10,11.1,0,11310.55
2024-08-20,318,1698.46,20,13.8,0,13151.43
2024-08-21,336,4130.11,5,12.2,0,15284.35
2024-08-22,229,1337.61,5,12.7,0,10830.54
2024-08-23,327,2651.79,15,10.5,0,14160.41
2024-08-24,300,3311.03,10,9.3,0,13940.5
2024-08-25,285,1670.4,15,11.7,0,12413.41
2024-08-26,337,3130.08,15,12.8,0,14620.27
2024-08-27,322,4481.11,0,10.4,0,14835.72
2024-08-28,287,3121.01,0,9.1,0,13134.96
2024-08-29,298,2727.14,10,10.5,0,13527.5
2024-08-30,335,3336.71,15,13.0,0,14926.39
2024-08-31,249,1779.7,10,12.3,0,11379.53
2024-09-01,222,1033.9,0,8.3,1,10399.59
2024-09-02,274,2406.07,10,9.6,0,12339.68
2024-09-03,362,4754.02,5,13.7,0,15870.77
2024-09-04,316,1345.55,20,8.7,0,13059.08
2024-09-05,252,1443.38,5,9.4,0,11234.57
2024-09-06,304,2813.78,10,12.4,0,13387.12
2024-09-07,229,2109.15,0,10.1,0,11276.21
2024-09-08,323,4251.2,5,10.3,0,15111.21
2024-09-09,331,2570.54,15,8.3,0,14186.27
2024-09-10,333,3573.35,15,11.9,0,14684.57
2024-09-11,368,3910.18,15,7.6,0,15686.19
2024-09-12,382,4731.57,15,9.1,0,17130.98
2024-09-13,336,3061.53,15,10.3,0,14763.69
2024-09-14,373,4141.53,20,8.7,0,16572.83
2024-09-15,334,2928.27,20,10.5,0,14406.55
2024-09-16,217,1220.78,0,9.5,0,9832.1
2024-09-17,303,4066.03,5,8.3,0,14698.13
2024-09-18,325,2195.48,15,12.6,0,13693.52
2024-09-19,364,4540.86,15,11.6,0,16114.55
2024-09-20,373,4985.53,5,10.1,1,17181.06
2024-09-21,295,2998.74,15,12.9,0,13365.61
2024-09-22,282,4151.11,0,9.5,0,13955.86
2024-09-23,362,2833.48,20,8.0,0,14885.6
2024-09-24,368,3941.84,15,11.0,0,16170.72
2024-09-25,279,1970.73,5,7.1,0,11830.47
2024-09-26,382,4174.79,15,10.7,0,16126.61
2024-09-26,382,4174.79,15,10.7,0,16126.61
2023-12-02,235,1251.44,10,13.6,0,10753.03
2023-08-13,292,3617.74,5,12.5,0,13616.37
2023-07-13,291,3078.75,0,19.8,0,13106.06
2022-05-21,290,2631.96,5,29.5,1,13181.83
